,frame,tracker_id,x,y,label,type
1243,43,,1660.784912109375,370.7869873046875,"60,33.3",field
1244,43,,1067.5767822265625,644.497314453125,"50,20",field
1245,43,,1004.7778930664062,971.7788696289062,"50,9",field
1246,43,,1335.0474853515625,996.6406860351562,"55,9",field
1247,43,,1674.9931640625,1000.6276245117188,"60,9",field
1248,43,,1666.8746337890625,661.8790893554688,"60,20",field
1249,43,,1359.9334716796875,654.6612548828125,"55,20",field
1250,43,,1125.47216796875,350.6183166503906,"50,33.3",field
1251,44,,217.87765502929688,113.72136688232422,"30,44.3",field
1252,44,,84.91114044189453,316.6036071777344,"30,33.3",field
1253,44,,452.7895202636719,123.99437713623047,"35,44.3",field
1254,44,,343.8913879394531,326.062744140625,"35,33.3",field
1255,44,,192.5742950439453,608.7196044921875,"35,20",field
1256,44,,40.64061737060547,896.5925903320312,"35,9",field
1257,44,,690.8519287109375,125.90491485595703,"40,44.3",field
1258,44,,602.6595458984375,333.7054138183594,"40,33.3",field
1259,44,,346.6407775878906,947.6926879882812,"40,9",field
1260,44,,862.933349609375,341.6494140625,"45,33.3",field
1261,44,,928.9832153320312,134.75048828125,"45,44.3",field
1262,44,,1167.7919921875,140.7418212890625,"50,44.3",field
1263,44,,1409.65576171875,150.54473876953125,"55,44.3",field
1264,44,,1655.7532958984375,157.80482482910156,"60,44.3",field
1265,44,,1902.5958251953125,164.9462127685547,"65,44.3",field
1266,44,,1884.8572998046875,37.864341735839844,"65,53.3",field
1267,44,,1654.17724609375,35.01421356201172,"60,53.3",field
1268,44,,1420.815673828125,27.875917434692383,"55,53.3",field
1269,44,,1192.8370361328125,22.922029495239258,"50,53.3",field
1270,44,,966.3092651367188,15.227103233337402,"45,53.3",field
1271,44,,1393.620361328125,359.6355285644531,"55,33.3",field
1272,44,,1660.67431640625,370.7925109863281,"60,33.3",field
1273,44,,1067.5771484375,644.4984741210938,"50,20",field
1274,44,,1004.6936645507812,971.7544555664062,"50,9",field
1275,44,,1335.04736328125,996.64111328125,"55,9",field
1276,44,,1674.7855224609375,1000.6492309570312,"60,9",field
1277,44,,1666.671630859375,661.6136474609375,"60,20",field
1278,44,,1358.9420166015625,654.7294311523438,"55,20",field
1279,44,,1125.362548828125,350.5481262207031,"50,33.3",field
1280,45,,217.8714141845703,113.72972869873047,"30,44.3",field
1281,45,,84.91031646728516,316.6024169921875,"30,33.3",field
1282,45,,452.75701904296875,124.04306030273438,"35,44.3",field
1283,45,,343.9089660644531,326.0451354980469,"35,33.3",field
1284,45,,192.54295349121094,608.75,"35,20",field
1285,45,,40.635536193847656,896.6263427734375,"35,9",field
1286,45,,690.8563232421875,125.90682220458984,"40,44.3",field
1287,45,,602.6603393554688,333.83685302734375,"40,33.3",field
1288,45,,346.62469482421875,947.7125854492188,"40,9",field
1289,45,,862.9378051757812,341.6541442871094,"45,33.3",field
1290,45,,928.9622192382812,134.81396484375,"45,44.3",field
1291,45,,1167.769775390625,140.79820251464844,"50,44.3",field
1292,45,,1409.5743408203125,150.6289520263672,"55,44.3",field
1293,45,,1655.7518310546875,157.8299102783203,"60,44.3",field
1294,45,,1902.5849609375,164.8422088623047,"65,44.3",field
1295,45,,1884.8642578125,37.85685729980469,"65,53.3",field
1296,45,,1654.1788330078125,34.99204635620117,"60,53.3",field
1297,45,,1420.8201904296875,27.86142921447754,"55,53.3",field
1298,45,,1192.843994140625,22.905683517456055,"50,53.3",field
1299,45,,966.3091430664062,15.226417541503906,"45,53.3",field
1300,45,,1393.6923828125,359.6112365722656,"55,33.3",field
1301,45,,1660.6180419921875,370.6093444824219,"60,33.3",field
1302,45,,1067.57763671875,644.4986572265625,"50,20",field
1303,45,,1004.6581420898438,972.2061767578125,"50,9",field
1304,45,,1335.040771484375,996.3632202148438,"55,9",field
1305,45,,1675.189453125,1000.7163696289062,"60,9",field
1306,45,,1666.66162109375,661.6165771484375,"60,20",field
1307,45,,1358.1484375,654.7567138671875,"55,20",field
1308,45,,1125.273193359375,350.5124206542969,"50,33.3",field
1309,46,,218.423583984375,113.30915069580078,"30,44.3",field
1310,46,,85.62305450439453,316.25213623046875,"30,33.3",field
1311,46,,453.1969299316406,124.18055725097656,"35,44.3",field
1312,46,,344.71527099609375,325.64117431640625,"35,33.3",field
1313,46,,193.3046875,608.3785400390625,"35,20",field
1314,46,,41.38020324707031,896.3031616210938,"35,9",field
1315,46,,691.1953735351562,126.23503875732422,"40,44.3",field
1316,46,,603.4210205078125,333.3014221191406,"40,33.3",field
1317,46,,347.3959655761719,946.9351196289062,"40,9",field
1318,46,,863.495361328125,341.3841857910156,"45,33.3",field
1319,46,,929.3657836914062,134.84918212890625,"45,44.3",field
1320,46,,1168.4866943359375,140.5795440673828,"50,44.3",field
1321,46,,1410.1873779296875,151.12216186523438,"55,44.3",field
1322,46,,1656.3643798828125,157.143798828125,"60,44.3",field
1323,46,,1903.3294677734375,164.73924255371094,"65,44.3",field
1324,46,,1885.2730712890625,37.85870361328125,"65,53.3",field
1325,46,,1654.7496337890625,34.79811096191406,"60,53.3",field
1326,46,,1421.5264892578125,27.843660354614258,"55,53.3",field
1327,46,,1193.3865966796875,22.912633895874023,"50,53.3",field
1328,46,,966.8206176757812,15.067756652832031,"45,53.3",field
1329,46,,1394.244873046875,359.5682373046875,"55,33.3",field
1330,46,,1661.337646484375,370.4906311035156,"60,33.3",field
1331,46,,1068.310302734375,644.433837890625,"50,20",field
1332,46,,1005.404296875,971.5001831054688,"50,9",field
1333,46,,1335.81884765625,995.8390502929688,"55,9",field
1334,46,,1675.5546875,1000.6781005859375,"60,9",field
1335,46,,1667.42724609375,661.6181030273438,"60,20",field
1336,46,,1357.7645263671875,654.7621459960938,"55,20",field
1337,46,,1125.8709716796875,350.441650390625,"50,33.3",field
1338,47,,218.6579132080078,113.031982421875,"30,44.3",field
1339,47,,85.73221588134766,316.2176208496094,"30,33.3",field
1340,47,,453.2937927246094,124.04934692382812,"35,44.3",field
1341,47,,344.6896667480469,325.60430908203125,"35,33.3",field
1342,47,,193.32447814941406,608.4370727539062,"35,20",field
1343,47,,41.28886413574219,896.4728393554688,"35,9",field
1344,47,,691.4902954101562,125.83329772949219,"40,44.3",field
1345,47,,603.5321655273438,333.2889709472656,"40,33.3",field
1346,47,,347.3357849121094,947.0921630859375,"40,9",field
1347,47,,863.54736328125,341.28717041015625,"45,33.3",field
1348,47,,929.468994140625,134.9613494873047,"45,44.3",field
1349,47,,1168.5528564453125,140.3976593017578,"50,44.3",field
1350,47,,1410.439453125,150.3370819091797,"55,44.3",field
1351,47,,1656.39111328125,156.93292236328125,"60,44.3",field
1352,47,,1903.511962890625,164.7794952392578,"65,44.3",field
1353,47,,1885.472412109375,37.734825134277344,"65,53.3",field
1354,47,,1654.8175048828125,34.55137252807617,"60,53.3",field
1355,47,,1421.597900390625,27.634960174560547,"55,53.3",field
1356,47,,1193.5958251953125,22.59027862548828,"50,53.3",field
1357,47,,967.186279296875,14.783891677856445,"45,53.3",field
1358,47,,1394.2928466796875,359.3050231933594,"55,33.3",field
1359,47,,1661.39990234375,370.3065490722656,"60,33.3",field
1360,47,,1068.412841796875,644.2801513671875,"50,20",field
1361,47,,1005.4151611328125,971.4461059570312,"50,9",field
1362,47,,1335.6666259765625,996.487060546875,"55,9",field
1363,47,,1675.57080078125,1000.263427734375,"60,9",field
1364,47,,1667.477783203125,661.5255737304688,"60,20",field
1365,47,,1356.9541015625,654.6942138671875,"55,20",field
1366,47,,1125.9251708984375,350.3944091796875,"50,33.3",field
1367,48,,218.65284729003906,113.04476928710938,"30,44.3",field
1368,48,,85.73174285888672,316.21728515625,"30,33.3",field
1369,48,,453.2646789550781,124.10985565185547,"35,44.3",field
1370,48,,344.6905822753906,325.6030578613281,"35,33.3",field
1371,48,,193.32456970214844,608.43701171875,"35,20",field
1372,48,,41.28844451904297,896.4741821289062,"35,9",field
1373,48,,691.4896240234375,125.83534240722656,"40,44.3",field
1374,48,,603.5416259765625,333.2899475097656,"40,33.3",field
1375,48,,347.33648681640625,947.0883178710938,"40,9",field
1376,48,,863.5458984375,341.2920837402344,"45,33.3",field
1377,48,,929.4660034179688,134.96200561523438,"45,44.3",field
1378,48,,1168.554443359375,140.39266967773438,"50,44.3",field
1379,48,,1410.4324951171875,150.13308715820312,"55,44.3",field
1380,48,,1656.3841552734375,156.8199920654297,"60,44.3",field
1381,48,,1903.5068359375,164.90423583984375,"65,44.3",field
1382,48,,1885.4678955078125,37.69763946533203,"65,53.3",field
1383,48,,1654.8170166015625,34.54754638671875,"60,53.3",field
1384,48,,1421.5994873046875,27.62250328063965,"55,53.3",field
1385,48,,1193.598388671875,22.578765869140625,"50,53.3",field
1386,48,,967.1677856445312,14.784873962402344,"45,53.3",field
1387,48,,1394.29833984375,359.3064880371094,"55,33.3",field
1388,48,,1661.39794921875,370.30426025390625,"60,33.3",field
1389,48,,1068.4189453125,644.2747192382812,"50,20",field
1390,48,,1005.4142456054688,971.4459228515625,"50,9",field
1391,48,,1335.668212890625,996.4509887695312,"55,9",field
1392,48,,1675.56591796875,1000.2775268554688,"60,9",field
1393,48,,1667.4759521484375,661.5003662109375,"60,20",field
1394,48,,1355.7529296875,654.6986083984375,"55,20",field
1395,48,,1125.9248046875,350.39251708984375,"50,33.3",field
1396,49,,218.65126037597656,113.04434204101562,"30,44.3",field
1397,49,,85.72693634033203,316.2161560058594,"30,33.3",field
1398,49,,453.2771911621094,123.98451232910156,"35,44.3",field
1399,49,,344.4088439941406,325.53021240234375,"35,33.3",field
1400,49,,193.25596618652344,608.402099609375,"35,20",field
1401,49,,41.21483612060547,895.9553833007812,"35,9",field
1402,49,,691.4636840820312,125.37560272216797,"40,44.3",field
1403,49,,603.5419311523438,333.04901123046875,"40,33.3",field
1404,49,,346.9630126953125,947.0704956054688,"40,9",field
1405,49,,863.4611206054688,341.1109924316406,"45,33.3",field
1406,49,,929.453369140625,134.65606689453125,"45,44.3",field
1407,49,,1168.5579833984375,139.8763885498047,"50,44.3",field
1408,49,,1410.43212890625,150.12704467773438,"55,44.3",field
1409,49,,1656.3837890625,156.65838623046875,"60,44.3",field
1410,49,,1903.4581298828125,164.74722290039062,"65,44.3",field
1411,49,,1885.389892578125,37.63549041748047,"65,53.3",field
1412,49,,1654.8255615234375,34.54722595214844,"60,53.3",field
1413,49,,1421.5887451171875,27.377731323242188,"55,53.3",field
1414,49,,1193.5301513671875,22.55562973022461,"50,53.3",field
1415,49,,967.1490478515625,14.779848098754883,"45,53.3",field
1416,49,,1394.3060302734375,359.3046569824219,"55,33.3",field
1417,49,,1661.32958984375,370.2668762207031,"60,33.3",field
1418,49,,1068.243408203125,644.1804809570312,"50,20",field
1419,49,,1005.17041015625,971.4210205078125,"50,9",field
1420,49,,1335.53369140625,996.1461181640625,"55,9",field
1421,49,,1675.4381103515625,1000.1306762695312,"60,9",field
1422,49,,1667.489501953125,661.1632690429688,"60,20",field
1423,49,,1354.27978515625,654.7012939453125,"55,20",field
1424,49,,1125.7850341796875,350.2952575683594,"50,33.3",field
1425,50,,218.35752868652344,112.8462905883789,"30,44.3",field
1426,50,,85.43970489501953,316.051513671875,"30,33.3",field
1427,50,,453.2671203613281,123.40198516845703,"35,44.3",field
1428,50,,344.3927307128906,325.4886779785156,"35,33.3",field
1429,50,,193.17550659179688,608.36865234375,"35,20",field
1430,50,,41.17329025268555,896.034423828125,"35,9",field
1431,50,,691.19140625,125.33061218261719,"40,44.3",field
1432,50,,603.395263671875,332.85064697265625,"40,33.3",field
1433,50,,346.9632568359375,947.0668334960938,"40,9",field
1434,50,,863.3419189453125,341.00830078125,"45,33.3",field
1435,50,,929.3799438476562,134.41830444335938,"45,44.3",field
1436,50,,1168.3077392578125,139.73678588867188,"50,44.3",field
1437,50,,1410.0780029296875,149.93199157714844,"55,44.3",field
1438,50,,1656.188720703125,156.70274353027344,"60,44.3",field
1439,50,,1903.3978271484375,164.8323516845703,"65,44.3",field
1440,50,,1885.134033203125,37.350006103515625,"65,53.3",field
1441,50,,1654.5218505859375,34.24457550048828,"60,53.3",field
1442,50,,1421.2532958984375,27.25896644592285,"55,53.3",field
1443,50,,1193.3421630859375,22.23489761352539,"50,53.3",field
1444,50,,966.7572631835938,14.450135231018066,"45,53.3",field
1445,50,,1394.1109619140625,358.9574279785156,"55,33.3",field
1446,50,,1661.0667724609375,370.00433349609375,"60,33.3",field
1447,50,,1068.04736328125,644.0486450195312,"50,20",field
1448,50,,1005.1262817382812,971.2064208984375,"50,9",field
1449,50,,1335.2586669921875,996.0746459960938,"55,9",field
1450,50,,1675.3675537109375,999.9627685546875,"60,9",field
1451,50,,1667.181396484375,661.1983642578125,"60,20",field
1452,50,,1353.19873046875,654.6127319335938,"55,20",field
1453,50,,1125.5845947265625,349.955322265625,"50,33.3",field
1454,51,,218.3653564453125,112.85871887207031,"30,44.3",field
1455,51,,85.42805480957031,316.0733337402344,"30,33.3",field
1456,51,,453.2575988769531,123.4101791381836,"35,44.3",field
1457,51,,344.3864440917969,325.1457214355469,"35,33.3",field
1458,51,,193.04818725585938,608.3528442382812,"35,20",field
1459,51,,40.9109992980957,896.4141845703125,"35,9",field
1460,51,,691.1764526367188,125.37049865722656,"40,44.3",field
1461,51,,603.4025268554688,332.8692626953125,"40,33.3",field
1462,51,,346.9483947753906,947.0863037109375,"40,9",field
1463,51,,863.1937255859375,341.04522705078125,"45,33.3",field
1464,51,,929.3878173828125,134.39601135253906,"45,44.3",field
1465,51,,1168.2833251953125,139.81785583496094,"50,44.3",field
1466,51,,1410.0721435546875,149.9458465576172,"55,44.3",field
1467,51,,1656.0517578125,157.34068298339844,"60,44.3",field
1468,51,,1903.2916259765625,164.86160278320312,"65,44.3",field
1469,51,,1885.14404296875,37.36786651611328,"65,53.3",field
1470,51,,1654.52197265625,34.24444580078125,"60,53.3",field
1471,51,,1421.249267578125,27.26569175720215,"55,53.3",field
1472,51,,1193.3505859375,22.224605560302734,"50,53.3",field
1473,51,,966.7539672851562,14.446292877197266,"45,53.3",field
1474,51,,1393.9161376953125,359.05419921875,"55,33.3",field
1475,51,,1661.0634765625,370.0013122558594,"60,33.3",field
1476,51,,1068.0504150390625,644.0374755859375,"50,20",field
1477,51,,1005.1240234375,971.2973022460938,"50,9",field
1478,51,,1335.2593994140625,996.085205078125,"55,9",field
1479,51,,1675.2745361328125,999.9226684570312,"60,9",field
1480,51,,1667.172607421875,661.2142944335938,"60,20",field
1481,51,,1352.274658203125,654.8385620117188,"55,20",field
1482,51,,1125.5816650390625,349.9549560546875,"50,33.3",field
1483,52,,218.37562561035156,113.16946411132812,"30,44.3",field
1484,52,,85.43875122070312,316.0746765136719,"30,33.3",field
1485,52,,453.35870361328125,123.64106750488281,"35,44.3",field
1486,52,,344.4037780761719,325.2244873046875,"35,33.3",field
1487,52,,193.22315979003906,608.3090209960938,"35,20",field
1488,52,,41.1499137878418,896.2338256835938,"35,9",field
1489,52,,691.4534301757812,125.1641845703125,"40,44.3",field
1490,52,,603.525634765625,333.06195068359375,"40,33.3",field
1491,52,,346.978759765625,947.2791137695312,"40,9",field
1492,52,,863.4400634765625,341.0133056640625,"45,33.3",field
1493,52,,929.4716186523438,134.61273193359375,"45,44.3",field
1494,52,,1168.47314453125,140.050048828125,"50,44.3",field
1495,52,,1410.0728759765625,149.9497528076172,"55,44.3",field
1496,52,,1656.39306640625,156.71481323242188,"60,44.3",field
1497,52,,1903.4288330078125,165.0079345703125,"65,44.3",field
1498,52,,1885.14208984375,37.3696174621582,"65,53.3",field
1499,52,,1654.5179443359375,34.220664978027344,"60,53.3",field
1500,52,,1421.518310546875,27.22797966003418,"55,53.3",field
1501,52,,1193.465087890625,22.233070373535156,"50,53.3",field
1502,52,,966.7645874023438,14.44794750213623,"45,53.3",field
1503,52,,1394.132568359375,359.0444030761719,"55,33.3",field
1504,52,,1661.31689453125,370.0074157714844,"60,33.3",field
1505,52,,1068.1748046875,644.007568359375,"50,20",field
1506,52,,1005.1929931640625,971.3087158203125,"50,9",field
1507,52,,1335.4951171875,996.1221313476562,"55,9",field
1508,52,,1675.384521484375,999.9349975585938,"60,9",field
1509,52,,1667.431884765625,661.2119140625,"60,20",field
1510,52,,1351.556884765625,654.82666015625,"55,20",field
1511,52,,1125.81494140625,349.9447021484375,"50,33.3",field
1512,53,,218.85079956054688,112.62284851074219,"30,44.3",field
1513,53,,86.14640045166016,315.7177734375,"30,33.3",field
1514,53,,453.4832458496094,123.78280639648438,"35,44.3",field
1515,53,,345.13934326171875,324.8698425292969,"35,33.3",field
1516,53,,193.5924072265625,607.9639892578125,"35,20",field
1517,53,,41.69272994995117,895.88037109375,"35,9",field
1518,53,,691.9114990234375,124.95645141601562,"40,44.3",field
1519,53,,603.9005126953125,332.7083740234375,"40,33.3",field
1520,53,,347.67950439453125,946.7352905273438,"40,9",field
1521,53,,863.8880004882812,340.96636962890625,"45,33.3",field
1522,53,,929.767333984375,134.74758911132812,"45,44.3",field
1523,53,,1168.923583984375,139.86329650878906,"50,44.3",field
1524,53,,1410.8203125,149.7633514404297,"55,44.3",field
1525,53,,1656.792236328125,157.0635986328125,"60,44.3",field
1526,53,,1903.79833984375,164.39166259765625,"65,44.3",field
1527,53,,1885.8367919921875,37.304847717285156,"65,53.3",field
1528,53,,1655.2672119140625,34.20258712768555,"60,53.3",field
1529,53,,1421.912109375,27.11080551147461,"55,53.3",field
1530,53,,1193.97216796875,22.17145538330078,"50,53.3",field
1531,53,,967.4515991210938,14.422895431518555,"45,53.3",field
1532,53,,1394.5703125,358.9774475097656,"55,33.3",field
1533,53,,1661.760009765625,370.0119323730469,"60,33.3",field
1534,53,,1068.65869140625,643.9168090820312,"50,20",field
1535,53,,1005.64990234375,971.1810302734375,"50,9",field
1536,53,,1335.9176025390625,996.0017700195312,"55,9",field
1537,53,,1675.950439453125,999.96435546875,"60,9",field
1538,53,,1667.8353271484375,661.1333618164062,"60,20",field
1539,53,,1350.5706787109375,654.8320922851562,"55,20",field
1540,53,,1126.3385009765625,349.8985595703125,"50,33.3",field
1541,54,,218.90806579589844,112.78717803955078,"30,44.3",field
1542,54,,86.13109588623047,315.7304382324219,"30,33.3",field
1543,54,,453.47882080078125,123.79582977294922,"35,44.3",field
1544,54,,345.1382751464844,324.86578369140625,"35,33.3",field
1545,54,,193.62496948242188,607.8825073242188,"35,20",field
1546,54,,41.66925811767578,895.8378295898438,"35,9",field
1547,54,,691.911865234375,124.95596313476562,"40,44.3",field
1548,54,,603.89501953125,332.7127990722656,"40,33.3",field
1549,54,,347.35516357421875,947.0316162109375,"40,9",field
1550,54,,863.8873291015625,340.9706115722656,"45,33.3",field
1551,54,,929.765869140625,134.75253295898438,"45,44.3",field
1552,54,,1168.9072265625,139.8876190185547,"50,44.3",field
1553,54,,1410.8067626953125,149.85165405273438,"55,44.3",field
1554,54,,1656.7808837890625,157.1243896484375,"60,44.3",field
1555,54,,1903.801025390625,164.38760375976562,"65,44.3",field
1556,54,,1885.8416748046875,37.3120002746582,"65,53.3",field
1557,54,,1655.2618408203125,34.19574737548828,"60,53.3",field
1558,54,,1421.9227294921875,27.111764907836914,"55,53.3",field
1559,54,,1193.9686279296875,22.166961669921875,"50,53.3",field
1560,54,,967.455322265625,14.424317359924316,"45,53.3",field
1561,54,,1394.671142578125,358.9554748535156,"55,33.3",field
1562,54,,1661.7471923828125,370.0096130371094,"60,33.3",field
1563,54,,1068.658203125,643.9100952148438,"50,20",field
1564,54,,1005.6527099609375,971.1107788085938,"50,9",field
1565,54,,1335.8992919921875,995.727294921875,"55,9",field
1566,54,,1675.7421875,999.9413452148438,"60,9",field
1567,54,,1667.8250732421875,661.1341552734375,"60,20",field
1568,54,,1349.5093994140625,654.881591796875,"55,20",field
1569,54,,1126.3409423828125,349.8979797363281,"50,33.3",field
1570,55,,218.9037628173828,112.74665832519531,"30,44.3",field
1571,55,,86.14019775390625,315.7091369628906,"30,33.3",field
1572,55,,453.4584045410156,123.82466888427734,"35,44.3",field
1573,55,,345.1026916503906,324.89190673828125,"35,33.3",field
1574,55,,193.6664276123047,607.8843383789062,"35,20",field
1575,55,,41.696250915527344,895.7244873046875,"35,9",field
1576,55,,691.9257202148438,124.91854095458984,"40,44.3",field
1577,55,,603.8887329101562,332.7561950683594,"40,33.3",field
1578,55,,347.38525390625,946.9288330078125,"40,9",field
1579,55,,863.8948364257812,340.9485168457031,"45,33.3",field
1580,55,,929.7487182617188,134.81326293945312,"45,44.3",field
1581,55,,1168.89599609375,139.8248748779297,"50,44.3",field
1582,55,,1410.7965087890625,149.609619140625,"55,44.3",field
1583,55,,1656.680908203125,155.41738891601562,"60,44.3",field
1584,55,,1903.830078125,164.5394744873047,"65,44.3",field
1585,55,,1885.8319091796875,37.26097869873047,"65,53.3",field
1586,55,,1655.252685546875,34.17620849609375,"60,53.3",field
1587,55,,1421.9112548828125,27.05910301208496,"55,53.3",field
1588,55,,1193.9691162109375,22.17873764038086,"50,53.3",field
1589,55,,967.43359375,14.439250946044922,"45,53.3",field
1590,55,,1394.6671142578125,358.9478759765625,"55,33.3",field
1591,55,,1661.7462158203125,369.9893798828125,"60,33.3",field
1592,55,,1068.630615234375,643.9219970703125,"50,20",field
1593,55,,1005.6491088867188,971.04345703125,"50,9",field
1594,55,,1335.8636474609375,995.7680053710938,"55,9",field
1595,55,,1675.7498779296875,1000.0046997070312,"60,9",field
1596,55,,1667.837890625,661.114013671875,"60,20",field
1597,55,,1348.4632568359375,654.8613891601562,"55,20",field
1598,55,,1126.3360595703125,349.788330078125,"50,33.3",field
1599,56,,218.90383911132812,112.74588012695312,"30,44.3",field
1600,56,,86.11376190185547,315.6860046386719,"30,33.3",field
1601,56,,453.4737243652344,123.79774475097656,"35,44.3",field
1602,56,,345.0771484375,324.81304931640625,"35,33.3",field
1603,56,,193.68499755859375,607.8032836914062,"35,20",field
1604,56,,41.69257354736328,895.7099609375,"35,9",field
1605,56,,691.9293823242188,124.9134750366211,"40,44.3",field
1606,56,,603.9066162109375,332.71453857421875,"40,33.3",field
1607,56,,347.40606689453125,946.897705078125,"40,9",field
1608,56,,863.9260864257812,340.7017517089844,"45,33.3",field
1609,56,,929.7476806640625,134.8170166015625,"45,44.3",field
1610,56,,1168.898193359375,139.81593322753906,"50,44.3",field
1611,56,,1410.7957763671875,149.59178161621094,"55,44.3",field
1612,56,,1656.681396484375,155.318115234375,"60,44.3",field
1613,56,,1903.82470703125,164.57846069335938,"65,44.3",field
1614,56,,1885.8079833984375,37.209754943847656,"65,53.3",field
1615,56,,1655.2529296875,34.14582061767578,"60,53.3",field
1616,56,,1421.9140625,27.054107666015625,"55,53.3",field
1617,56,,1193.9710693359375,22.170854568481445,"50,53.3",field
1618,56,,967.4345092773438,14.43673038482666,"45,53.3",field
1619,56,,1394.668212890625,358.7374572753906,"55,33.3",field
1620,56,,1661.742431640625,369.7212219238281,"60,33.3",field
1621,56,,1068.625732421875,643.6703491210938,"50,20",field
1622,56,,1005.6495971679688,970.8499755859375,"50,9",field
1623,56,,1335.86376953125,995.7694091796875,"55,9",field
1624,56,,1675.7509765625,999.7261352539062,"60,9",field
1625,56,,1667.8427734375,660.99658203125,"60,20",field
1626,56,,1347.2117919921875,654.6211547851562,"55,20",field
1627,56,,1126.33740234375,349.7497863769531,"50,33.3",field
1628,57,,218.8533935546875,112.4862289428711,"30,44.3",field
1629,57,,86.00035858154297,315.3846130371094,"30,33.3",field
1630,57,,453.43145751953125,123.37117767333984,"35,44.3",field
1631,57,,345.0745544433594,324.81341552734375,"35,33.3",field
1632,57,,193.65577697753906,607.62109375,"35,20",field
1633,57,,41.65671920776367,895.3532104492188,"35,9",field
1634,57,,691.816162109375,124.53662109375,"40,44.3",field
1635,57,,603.83935546875,332.6414794921875,"40,33.3",field
1636,57,,347.4710998535156,946.6510620117188,"40,9",field
1637,57,,863.9000854492188,340.56781005859375,"45,33.3",field
1638,57,,929.7520141601562,134.06004333496094,"45,44.3",field
1639,57,,1168.8919677734375,139.75234985351562,"50,44.3",field
1640,57,,1410.794921875,149.31593322753906,"55,44.3",field
1641,57,,1656.681396484375,155.12872314453125,"60,44.3",field
1642,57,,1903.8265380859375,164.42330932617188,"65,44.3",field
1643,57,,1885.7965087890625,36.9249382019043,"65,53.3",field
1644,57,,1655.2501220703125,33.86863708496094,"60,53.3",field
1645,57,,1421.90087890625,26.7259521484375,"55,53.3",field
1646,57,,1193.9801025390625,21.832950592041016,"50,53.3",field
1647,57,,967.4292602539062,14.110241889953613,"45,53.3",field
1648,57,,1394.666259765625,358.5536193847656,"55,33.3",field
1649,57,,1661.7425537109375,369.7001647949219,"60,33.3",field
1650,57,,1068.639892578125,643.5792236328125,"50,20",field
1651,57,,1005.6514282226562,970.7572631835938,"50,9",field
1652,57,,1335.865966796875,995.498291015625,"55,9",field
1653,57,,1675.7496337890625,999.7244262695312,"60,9",field
1654,57,,1667.8212890625,660.7457885742188,"60,20",field
1655,57,,1345.567626953125,654.3727416992188,"55,20",field
1656,57,,1126.3052978515625,349.4230651855469,"50,33.3",field
1657,58,,219.0034637451172,112.34637451171875,"30,44.3",field
1658,58,,86.10051727294922,315.38031005859375,"30,33.3",field
1659,58,,453.50799560546875,123.80299377441406,"35,44.3",field
1660,58,,345.0763244628906,324.811279296875,"35,33.3",field
1661,58,,193.67433166503906,607.5258178710938,"35,20",field
1662,58,,41.65800476074219,895.3504028320312,"35,9",field
1663,58,,691.9786987304688,124.7250747680664,"40,44.3",field
1664,58,,603.8388061523438,332.6392517089844,"40,33.3",field
1665,58,,347.5272521972656,946.51171875,"40,9",field
1666,58,,863.9013061523438,340.5718994140625,"45,33.3",field
1667,58,,929.7286987304688,134.5729522705078,"45,44.3",field
1668,58,,1168.891845703125,139.751953125,"50,44.3",field
1669,58,,1410.7884521484375,149.4639434814453,"55,44.3",field
1670,58,,1656.6871337890625,155.30943298339844,"60,44.3",field
1671,58,,1903.826171875,164.4209442138672,"65,44.3",field
1672,58,,1885.7945556640625,36.924476623535156,"65,53.3",field
1673,58,,1655.2501220703125,33.86868667602539,"60,53.3",field
1674,58,,1421.9017333984375,26.72360610961914,"55,53.3",field
1675,58,,1193.9935302734375,21.83271026611328,"50,53.3",field
1676,58,,967.431396484375,14.09777545928955,"45,53.3",field
1677,58,,1394.6668701171875,358.5532531738281,"55,33.3",field
1678,58,,1661.754150390625,369.676025390625,"60,33.3",field
1679,58,,1068.638916015625,643.5713500976562,"50,20",field
1680,58,,1005.65185546875,970.7562255859375,"50,9",field
1681,58,,1335.8658447265625,995.5020751953125,"55,9",field
1682,58,,1675.7506103515625,999.7327270507812,"60,9",field
1683,58,,1667.8115234375,660.7537231445312,"60,20",field
1684,58,,1344.6578369140625,654.3108520507812,"55,20",field
1685,58,,1126.3045654296875,349.4256591796875,"50,33.3",field
1686,59,,219.08253479003906,112.31204223632812,"30,44.3",field
1687,59,,86.09247589111328,315.3983459472656,"30,33.3",field
1688,59,,453.63031005859375,123.63555145263672,"35,44.3",field
1689,59,,345.11041259765625,324.77056884765625,"35,33.3",field
1690,59,,194.00332641601562,607.5010375976562,"35,20",field
1691,59,,41.70779037475586,895.5194091796875,"35,9",field
1692,59,,691.932373046875,124.88406372070312,"40,44.3",field
1693,59,,604.0030517578125,332.54205322265625,"40,33.3",field
1694,59,,347.5755310058594,946.852294921875,"40,9",field
1695,59,,863.9765625,340.521240234375,"45,33.3",field
1696,59,,929.721923828125,134.90048217773438,"45,44.3",field
1697,59,,1168.954833984375,139.8197479248047,"50,44.3",field
1698,59,,1410.81005859375,149.74111938476562,"55,44.3",field
1699,59,,1656.838134765625,155.64508056640625,"60,44.3",field
1700,59,,1903.9752197265625,164.31629943847656,"65,44.3",field
1701,59,,1886.0037841796875,36.863525390625,"65,53.3",field
