,frame,tracker_id,x,y,label,type
145,5,,40.58372116088867,886.9921875,"35,9",field
146,5,,691.0344848632812,115.71186065673828,"40,44.3",field
147,5,,602.7994384765625,323.6253967285156,"40,33.3",field
148,5,,346.7585754394531,937.5402221679688,"40,9",field
149,5,,862.877197265625,331.6962585449219,"45,33.3",field
150,5,,928.85498046875,125.56576538085938,"45,44.3",field
151,5,,1167.724609375,131.58421325683594,"50,44.3",field
152,5,,1409.6846923828125,141.30313110351562,"55,44.3",field
153,5,,1655.7767333984375,146.67263793945312,"60,44.3",field
154,5,,1903.1300048828125,155.45809936523438,"65,44.3",field
155,5,,1884.7757568359375,27.740711212158203,"65,53.3",field
156,5,,1654.2733154296875,24.80845832824707,"60,53.3",field
157,5,,1420.935791015625,17.959060668945312,"55,53.3",field
158,5,,1192.87451171875,12.85576057434082,"50,53.3",field
159,5,,965.8577880859375,6.675402641296387,"45,53.3",field
160,5,,1393.77734375,349.76513671875,"55,33.3",field
161,5,,1660.7618408203125,360.8166198730469,"60,33.3",field
162,5,,1067.6934814453125,634.80517578125,"50,20",field
163,5,,1004.7177734375,961.8430786132812,"50,9",field
164,5,,1334.7459716796875,986.9320068359375,"55,9",field
165,5,,1674.73486328125,990.7806396484375,"60,9",field
166,5,,1666.60009765625,651.71435546875,"60,20",field
167,5,,1366.680419921875,642.773681640625,"55,20",field
168,6,,219.1173553466797,101.57575988769531,"30,44.3",field
169,6,,84.80097961425781,306.7888488769531,"30,33.3",field
170,6,,452.857177734375,114.02587127685547,"35,44.3",field
171,6,,344.047119140625,315.8870544433594,"35,33.3",field
172,6,,192.86463928222656,598.6480102539062,"35,20",field
173,6,,40.57871627807617,886.8934326171875,"35,9",field
174,6,,691.03173828125,115.7158432006836,"40,44.3",field
175,6,,602.8013916015625,323.62567138671875,"40,33.3",field
176,6,,346.75823974609375,937.506591796875,"40,9",field
177,6,,862.8643798828125,331.67340087890625,"45,33.3",field
178,6,,928.8538208007812,125.56990814208984,"45,44.3",field
179,6,,1167.7333984375,131.54757690429688,"50,44.3",field
180,6,,1409.6962890625,141.29200744628906,"55,44.3",field
181,6,,1655.9691162109375,147.46066284179688,"60,44.3",field
182,6,,1903.1241455078125,155.4191131591797,"65,44.3",field
183,6,,1884.7757568359375,27.740684509277344,"65,53.3",field
184,6,,1654.2735595703125,24.808134078979492,"60,53.3",field
185,6,,1420.9368896484375,17.950319290161133,"55,53.3",field
186,6,,1192.843505859375,12.850614547729492,"50,53.3",field
187,6,,965.8587646484375,6.671285629272461,"45,53.3",field
188,6,,1393.669921875,349.7776184082031,"55,33.3",field
189,6,,1660.734130859375,360.7544250488281,"60,33.3",field
190,6,,1067.6942138671875,634.8048706054688,"50,20",field
191,6,,1004.6944580078125,961.828369140625,"50,9",field
192,6,,1334.7860107421875,986.84619140625,"55,9",field
193,6,,1674.73388671875,990.7963256835938,"60,9",field
194,6,,1666.5916748046875,651.7098999023438,"60,20",field
195,6,,1366.65576171875,642.767822265625,"55,20",field
196,7,,219.10198974609375,101.29462432861328,"30,44.3",field
197,7,,84.75031280517578,306.74127197265625,"30,33.3",field
198,7,,452.5881652832031,113.93766021728516,"35,44.3",field
199,7,,343.7532958984375,315.8188781738281,"35,33.3",field
200,7,,192.8331298828125,598.635009765625,"35,20",field
201,7,,40.54166793823242,886.9005126953125,"35,9",field
202,7,,690.8511352539062,115.59656524658203,"40,44.3",field
203,7,,602.5772094726562,323.6226501464844,"40,33.3",field
204,7,,346.6560974121094,937.364501953125,"40,9",field
205,7,,862.7691040039062,331.5877990722656,"45,33.3",field
206,7,,928.8958740234375,124.45268249511719,"45,44.3",field
207,7,,1167.7352294921875,130.4994354248047,"50,44.3",field
208,7,,1409.546630859375,140.79562377929688,"55,44.3",field
209,7,,1655.6866455078125,146.68084716796875,"60,44.3",field
210,7,,1902.7589111328125,155.6407470703125,"65,44.3",field
211,7,,1884.77587890625,27.74085235595703,"65,53.3",field
212,7,,1654.2703857421875,24.806528091430664,"60,53.3",field
213,7,,1420.763427734375,17.948959350585938,"55,53.3",field
214,7,,1192.71044921875,12.78915786743164,"50,53.3",field
215,7,,965.6519165039062,6.659872055053711,"45,53.3",field
216,7,,1393.6328125,349.75238037109375,"55,33.3",field
217,7,,1660.5740966796875,360.6746520996094,"60,33.3",field
218,7,,1067.69921875,634.8035278320312,"50,20",field
219,7,,1004.641845703125,961.59326171875,"50,9",field
220,7,,1334.7769775390625,986.7865600585938,"55,9",field
221,7,,1674.7332763671875,990.7918090820312,"60,9",field
222,7,,1666.552978515625,651.6571655273438,"60,20",field
223,7,,1366.6412353515625,642.7717895507812,"55,20",field
224,8,,219.34616088867188,101.64523315429688,"30,44.3",field
225,8,,85.28430938720703,306.9715270996094,"30,33.3",field
226,8,,452.885986328125,114.76164245605469,"35,44.3",field
227,8,,344.067626953125,316.2822570800781,"35,33.3",field
228,8,,193.20567321777344,598.9940795898438,"35,20",field
229,8,,40.94900894165039,887.505126953125,"35,9",field
230,8,,691.2180786132812,115.98109436035156,"40,44.3",field
231,8,,603.1412353515625,324.0772705078125,"40,33.3",field
232,8,,346.9853820800781,938.3391723632812,"40,9",field
233,8,,863.2985229492188,331.8558654785156,"45,33.3",field
234,8,,929.0938110351562,125.24569702148438,"45,44.3",field
235,8,,1167.9996337890625,131.24249267578125,"50,44.3",field
236,8,,1409.701171875,141.9715118408203,"55,44.3",field
237,8,,1656.0714111328125,147.29237365722656,"60,44.3",field
238,8,,1903.128662109375,155.3593292236328,"65,44.3",field
239,8,,1884.9322509765625,28.18819236755371,"65,53.3",field
240,8,,1654.6014404296875,25.220684051513672,"60,53.3",field
241,8,,1421.14501953125,18.3305721282959,"55,53.3",field
242,8,,1193.1336669921875,13.125467300415039,"50,53.3",field
243,8,,966.10546875,6.832794189453125,"45,53.3",field
244,8,,1393.7906494140625,350.0787658691406,"55,33.3",field
245,8,,1661.044677734375,361.1428527832031,"60,33.3",field
246,8,,1067.757568359375,635.05517578125,"50,20",field
247,8,,1005.0824584960938,962.35400390625,"50,9",field
248,8,,1335.3277587890625,987.533447265625,"55,9",field
249,8,,1675.1182861328125,991.5702514648438,"60,9",field
250,8,,1667.237060546875,652.0755004882812,"60,20",field
251,8,,1366.984375,643.31591796875,"55,20",field
252,9,,219.6251220703125,102.14811706542969,"30,44.3",field
253,9,,85.37200927734375,307.34014892578125,"30,33.3",field
254,9,,452.96221923828125,115.33903503417969,"35,44.3",field
255,9,,344.4175720214844,316.58612060546875,"35,33.3",field
256,9,,193.2532196044922,599.2398681640625,"35,20",field
257,9,,41.1547966003418,887.42822265625,"35,9",field
258,9,,691.2512817382812,116.65013122558594,"40,44.3",field
259,9,,603.2979736328125,324.25482177734375,"40,33.3",field
260,9,,347.0787048339844,938.4157104492188,"40,9",field
261,9,,863.4752197265625,332.1274108886719,"45,33.3",field
262,9,,929.1740112304688,126.24551391601562,"45,44.3",field
263,9,,1168.150390625,132.30267333984375,"50,44.3",field
264,9,,1410.144775390625,142.22755432128906,"55,44.3",field
265,9,,1656.36865234375,147.18617248535156,"60,44.3",field
266,9,,1903.4691162109375,155.9210205078125,"65,44.3",field
267,9,,1885.3223876953125,28.593637466430664,"65,53.3",field
268,9,,1654.59423828125,25.604736328125,"60,53.3",field
269,9,,1421.337890625,18.713336944580078,"55,53.3",field
270,9,,1193.5216064453125,13.477873802185059,"50,53.3",field
271,9,,966.5045166015625,7.059281349182129,"45,53.3",field
272,9,,1394.1630859375,350.3635559082031,"55,33.3",field
273,9,,1661.1912841796875,361.4523010253906,"60,33.3",field
274,9,,1068.4853515625,635.294189453125,"50,20",field
275,9,,1005.1426391601562,962.44873046875,"50,9",field
276,9,,1335.45068359375,987.6876831054688,"55,9",field
277,9,,1675.424560546875,991.4130249023438,"60,9",field
278,9,,1667.2041015625,652.2256469726562,"60,20",field
279,9,,1367.1304931640625,643.46435546875,"55,20",field
280,10,,219.59878540039062,102.5888900756836,"30,44.3",field
281,10,,85.61508178710938,307.3930969238281,"30,33.3",field
282,10,,453.3779296875,115.2225341796875,"35,44.3",field
283,10,,344.844482421875,316.19476318359375,"35,33.3",field
284,10,,193.59014892578125,599.1156005859375,"35,20",field
285,10,,41.46683883666992,887.5494995117188,"35,9",field
286,10,,691.8800048828125,116.31509399414062,"40,44.3",field
287,10,,603.5826416015625,324.29400634765625,"40,33.3",field
288,10,,347.4878845214844,938.5067138671875,"40,9",field
289,10,,863.766357421875,332.0262451171875,"45,33.3",field
290,10,,929.51025390625,126.61469268798828,"45,44.3",field
291,10,,1168.4552001953125,132.63487243652344,"50,44.3",field
292,10,,1410.593994140625,142.07208251953125,"55,44.3",field
293,10,,1656.7470703125,147.1754913330078,"60,44.3",field
294,10,,1903.8275146484375,155.892333984375,"65,44.3",field
295,10,,1885.7100830078125,28.59204864501953,"65,53.3",field
296,10,,1654.9725341796875,25.606584548950195,"60,53.3",field
297,10,,1421.7305908203125,18.720760345458984,"55,53.3",field
298,10,,1193.89013671875,13.493414878845215,"50,53.3",field
299,10,,966.8565673828125,7.057147979736328,"45,53.3",field
300,10,,1394.557861328125,350.3505859375,"55,33.3",field
301,10,,1661.6173095703125,361.4914855957031,"60,33.3",field
302,10,,1068.4600830078125,635.252197265625,"50,20",field
303,10,,1005.5313110351562,962.579345703125,"50,9",field
304,10,,1335.5501708984375,987.9212646484375,"55,9",field
305,10,,1675.463134765625,991.46630859375,"60,9",field
306,10,,1667.58447265625,652.028076171875,"60,20",field
307,10,,1367.499267578125,643.260986328125,"55,20",field
308,11,,219.57217407226562,103.38309478759766,"30,44.3",field
309,11,,85.18528747558594,308.54925537109375,"30,33.3",field
310,11,,453.3479309082031,115.95882415771484,"35,44.3",field
311,11,,344.4488830566406,317.6459045410156,"35,33.3",field
312,11,,193.04942321777344,600.8373413085938,"35,20",field
313,11,,40.8149528503418,888.8477172851562,"35,9",field
314,11,,691.53271484375,117.44505310058594,"40,44.3",field
315,11,,603.5003051757812,325.1307373046875,"40,33.3",field
316,11,,346.9285583496094,939.447265625,"40,9",field
317,11,,863.4009399414062,333.4696044921875,"45,33.3",field
318,11,,929.5108642578125,126.6716079711914,"45,44.3",field
319,11,,1168.3919677734375,132.5316162109375,"50,44.3",field
320,11,,1410.30224609375,142.279296875,"55,44.3",field
321,11,,1656.3612060546875,148.4582061767578,"60,44.3",field
322,11,,1903.510986328125,157.15310668945312,"65,44.3",field
323,11,,1885.3897705078125,29.47842025756836,"65,53.3",field
324,11,,1654.5753173828125,26.462656021118164,"60,53.3",field
325,11,,1421.409423828125,19.519620895385742,"55,53.3",field
326,11,,1193.5400390625,14.270442962646484,"50,53.3",field
327,11,,966.779052734375,7.644637107849121,"45,53.3",field
328,11,,1394.28759765625,351.264892578125,"55,33.3",field
329,11,,1661.0872802734375,362.36224365234375,"60,33.3",field
330,11,,1067.8800048828125,636.642822265625,"50,20",field
331,11,,1004.84375,963.6884765625,"50,9",field
332,11,,1335.071044921875,988.7020874023438,"55,9",field
333,11,,1674.862548828125,992.4214477539062,"60,9",field
334,11,,1667.0267333984375,653.5042724609375,"60,20",field
335,11,,1366.880615234375,644.6123657226562,"55,20",field
336,12,,219.23121643066406,104.43782806396484,"30,44.3",field
337,12,,85.19219970703125,309.28955078125,"30,33.3",field
338,12,,453.0939025878906,116.91719818115234,"35,44.3",field
339,12,,344.08447265625,318.8008728027344,"35,33.3",field
340,12,,193.14491271972656,601.4911499023438,"35,20",field
341,12,,41.11331558227539,889.570068359375,"35,9",field
342,12,,691.5675048828125,117.88839721679688,"40,44.3",field
343,12,,602.8634643554688,326.53875732421875,"40,33.3",field
344,12,,346.87701416015625,940.6520385742188,"40,9",field
345,12,,863.40771484375,334.3045654296875,"45,33.3",field
346,12,,929.1799926757812,127.66204071044922,"45,44.3",field
347,12,,1168.28564453125,133.46441650390625,"50,44.3",field
348,12,,1410.1541748046875,143.69947814941406,"55,44.3",field
349,12,,1656.172607421875,149.0726318359375,"60,44.3",field
350,12,,1903.17431640625,157.8997344970703,"65,44.3",field
351,12,,1885.048095703125,30.331180572509766,"65,53.3",field
352,12,,1654.569580078125,27.25527000427246,"60,53.3",field
353,12,,1421.2183837890625,20.21349334716797,"55,53.3",field
354,12,,1193.1580810546875,15.396657943725586,"50,53.3",field
355,12,,966.52099609375,8.120489120483398,"45,53.3",field
356,12,,1393.95166015625,352.5668640136719,"55,33.3",field
357,12,,1661.1484375,363.2030334472656,"60,33.3",field
358,12,,1067.8978271484375,637.4588012695312,"50,20",field
359,12,,1004.939453125,965.1254272460938,"50,9",field
360,12,,1335.07177734375,990.2158203125,"55,9",field
361,12,,1675.038330078125,993.5611572265625,"60,9",field
362,12,,1667.015625,654.3380126953125,"60,20",field
363,12,,1366.8670654296875,645.7953491210938,"55,20",field
364,13,,219.20883178710938,105.98429107666016,"30,44.3",field
365,13,,84.91519927978516,311.2913513183594,"30,33.3",field
366,13,,452.6959228515625,118.96681213378906,"35,44.3",field
367,13,,344.27484130859375,319.9678039550781,"35,33.3",field
368,13,,192.90728759765625,603.265625,"35,20",field
369,13,,40.62327575683594,891.7250366210938,"35,9",field
370,13,,691.3593139648438,119.72613525390625,"40,44.3",field
371,13,,603.0867919921875,327.8144226074219,"40,33.3",field
372,13,,346.89520263671875,942.103271484375,"40,9",field
373,13,,863.0122680664062,336.16229248046875,"45,33.3",field
374,13,,929.1287231445312,129.3369140625,"45,44.3",field
375,13,,1168.156005859375,134.84701538085938,"50,44.3",field
376,13,,1410.1251220703125,144.71707153320312,"55,44.3",field
377,13,,1655.9710693359375,151.2730712890625,"60,44.3",field
378,13,,1903.149169921875,159.83074951171875,"65,44.3",field
379,13,,1885.048583984375,31.80605697631836,"65,53.3",field
380,13,,1654.613037109375,28.992155075073242,"60,53.3",field
381,13,,1421.2003173828125,22.0557861328125,"55,53.3",field
382,13,,1193.1285400390625,17.04083251953125,"50,53.3",field
383,13,,966.635498046875,9.287372589111328,"45,53.3",field
384,13,,1393.9583740234375,353.616455078125,"55,33.3",field
385,13,,1660.9954833984375,365.0201416015625,"60,33.3",field
386,13,,1067.54248046875,639.2418212890625,"50,20",field
387,13,,1004.8283081054688,966.4025268554688,"50,9",field
388,13,,1334.733154296875,991.6157836914062,"55,9",field
389,13,,1674.8399658203125,995.3895263671875,"60,9",field
390,13,,1666.8931884765625,656.2665405273438,"60,20",field
391,13,,1366.8604736328125,647.0137939453125,"55,20",field
392,14,,218.97125244140625,107.82688903808594,"30,44.3",field
393,14,,84.63990020751953,313.3598937988281,"30,33.3",field
394,14,,452.64422607421875,120.49264526367188,"35,44.3",field
395,14,,343.8531799316406,322.04107666015625,"35,33.3",field
396,14,,192.81298828125,605.1376342773438,"35,20",field
397,14,,40.58512878417969,893.6620483398438,"35,9",field
398,14,,690.623779296875,122.19524383544922,"40,44.3",field
399,14,,602.4440307617188,330.42987060546875,"40,33.3",field
400,14,,346.5645446777344,944.6658325195312,"40,9",field
401,14,,862.8304443359375,337.6622314453125,"45,33.3",field
402,14,,928.447509765625,132.1126251220703,"45,44.3",field
403,14,,1167.6593017578125,136.72018432617188,"50,44.3",field
404,14,,1409.4327392578125,147.73764038085938,"55,44.3",field
405,14,,1655.55029296875,152.6803436279297,"60,44.3",field
406,14,,1902.740234375,161.8647003173828,"65,44.3",field
407,14,,1884.5794677734375,34.20331573486328,"65,53.3",field
408,14,,1653.870361328125,30.611431121826172,"60,53.3",field
409,14,,1420.63330078125,24.08751678466797,"55,53.3",field
410,14,,1192.7286376953125,19.21245574951172,"50,53.3",field
411,14,,966.1604614257812,11.359915733337402,"45,53.3",field
412,14,,1393.491455078125,356.03680419921875,"55,33.3",field
413,14,,1660.600830078125,367.08905029296875,"60,33.3",field
414,14,,1067.4981689453125,641.0028076171875,"50,20",field
415,14,,1004.5965576171875,968.529541015625,"50,9",field
416,14,,1334.715576171875,993.1859741210938,"55,9",field
417,14,,1674.6856689453125,997.2959594726562,"60,9",field
418,14,,1666.5023193359375,658.0922241210938,"60,20",field
419,14,,1366.52734375,649.4241943359375,"55,20",field
420,15,,218.95547485351562,110.10051727294922,"30,44.3",field
421,15,,84.92281341552734,315.2494812011719,"30,33.3",field
422,15,,452.3554382324219,123.08903503417969,"35,44.3",field
423,15,,343.8454284667969,324.69183349609375,"35,33.3",field
424,15,,192.7471923828125,607.4761962890625,"35,20",field
425,15,,40.60920333862305,895.5765380859375,"35,9",field
426,15,,690.6939086914062,124.62178039550781,"40,44.3",field
427,15,,602.9735107421875,331.83392333984375,"40,33.3",field
428,15,,346.54888916015625,946.2445678710938,"40,9",field
429,15,,862.8035888671875,339.893798828125,"45,33.3",field
430,15,,928.511474609375,133.9133758544922,"45,44.3",field
431,15,,1167.65283203125,139.49038696289062,"50,44.3",field
432,15,,1409.4281005859375,149.77200317382812,"55,44.3",field
433,15,,1655.5557861328125,154.97543334960938,"60,44.3",field
434,15,,1902.734130859375,163.830322265625,"65,44.3",field
435,15,,1884.5845947265625,36.336204528808594,"65,53.3",field
436,15,,1653.8616943359375,32.991424560546875,"60,53.3",field
437,15,,1420.6944580078125,26.12919807434082,"55,53.3",field
438,15,,1192.7884521484375,20.918289184570312,"50,53.3",field
439,15,,966.3682250976562,13.067198753356934,"45,53.3",field
440,15,,1393.466552734375,358.57666015625,"55,33.3",field
441,15,,1660.571044921875,369.10003662109375,"60,33.3",field
442,15,,1067.625732421875,643.1549072265625,"50,20",field
443,15,,1004.603515625,970.3768310546875,"50,9",field
444,15,,1334.7376708984375,995.0487060546875,"55,9",field
445,15,,1674.6829833984375,999.0985717773438,"60,9",field
446,15,,1666.541748046875,660.00390625,"60,20",field
447,15,,1366.415771484375,651.44580078125,"55,20",field
448,16,,219.3849639892578,110.84242248535156,"30,44.3",field
449,16,,85.3332290649414,316.05584716796875,"30,33.3",field
450,16,,452.27142333984375,124.71739959716797,"35,44.3",field
451,16,,344.4019470214844,325.25128173828125,"35,33.3",field
452,16,,193.06515502929688,608.3275146484375,"35,20",field
453,16,,41.112754821777344,896.5274047851562,"35,9",field
454,16,,690.9078369140625,125.44811248779297,"40,44.3",field
455,16,,603.1694946289062,333.11187744140625,"40,33.3",field
456,16,,347.2596435546875,947.0678100585938,"40,9",field
457,16,,863.1573486328125,340.9096984863281,"45,33.3",field
458,16,,928.6738891601562,134.831298828125,"45,44.3",field
459,16,,1167.7447509765625,140.19082641601562,"50,44.3",field
460,16,,1409.7344970703125,150.4308624267578,"55,44.3",field
461,16,,1655.67578125,156.1772003173828,"60,44.3",field
462,16,,1902.7607421875,164.81179809570312,"65,44.3",field
463,16,,1884.605224609375,37.129425048828125,"65,53.3",field
464,16,,1654.2237548828125,34.259376525878906,"60,53.3",field
465,16,,1420.7781982421875,27.304929733276367,"55,53.3",field
466,16,,1192.782958984375,22.459056854248047,"50,53.3",field
467,16,,966.3263549804688,14.599136352539062,"45,53.3",field
468,16,,1393.8739013671875,359.0721435546875,"55,33.3",field
469,16,,1660.80029296875,370.17755126953125,"60,33.3",field
470,16,,1067.989501953125,643.916748046875,"50,20",field
471,16,,1005.1728515625,971.3935546875,"50,9",field
472,16,,1335.1790771484375,996.7964477539062,"55,9",field
473,16,,1675.43603515625,1000.2490234375,"60,9",field
474,16,,1666.822021484375,660.991943359375,"60,20",field
475,16,,1366.955078125,652.4086303710938,"55,20",field
476,17,,219.5458984375,112.54943084716797,"30,44.3",field
477,17,,85.79833221435547,317.0890197753906,"30,33.3",field
478,17,,453.1617126464844,125.31819915771484,"35,44.3",field
479,17,,345.01348876953125,325.93218994140625,"35,33.3",field
480,17,,193.7618408203125,608.9323120117188,"35,20",field
481,17,,41.59154510498047,897.4151000976562,"35,9",field
482,17,,691.673095703125,126.15747833251953,"40,44.3",field
483,17,,603.843017578125,333.8062438964844,"40,33.3",field
484,17,,347.70367431640625,948.057861328125,"40,9",field
485,17,,863.762451171875,341.9198913574219,"45,33.3",field
486,17,,929.6292724609375,135.23866271972656,"45,44.3",field
