,frame,tracker_id,x,y,label
811,61,7,813.0229,242.44647,
812,61,8,1124.0332,243.66681,
813,61,10,828.7512,636.3633,
814,61,11,1609.0139,349.4533,
815,61,12,858.9697,522.641,
816,61,17,1103.6785,414.2089,
817,61,22,722.18896,918.92786,
818,61,13,709.8208,516.16614,
819,62,1,819.31995,714.5918,
820,62,2,581.6881,891.4436,
821,62,3,727.12335,431.25897,
822,62,4,885.0912,104.12396,
823,62,6,1318.2563,157.04086,
824,62,7,813.0201,242.45038,
825,62,8,1123.7454,243.49507,
826,62,10,828.62964,636.43835,
827,62,11,1610.8512,350.7156,
828,62,12,858.9595,521.11475,
829,62,17,1103.2263,413.73572,
830,62,22,722.0211,918.6404,
831,63,1,819.84875,714.48975,
832,63,2,581.5616,891.1017,
833,63,3,727.428,431.04718,
834,63,4,885.0408,104.000885,
835,63,6,1318.5315,156.805,
836,63,7,813.34827,242.1247,
837,63,8,1123.6307,243.10565,
838,63,10,828.5781,636.46857,
839,63,11,1614.4375,352.45245,
840,63,12,859.28284,521.19885,
841,63,17,1103.384,412.5721,
842,63,22,722.6256,918.5324,
843,64,1,819.7068,714.12476,
844,64,2,581.51434,890.97864,
845,64,3,727.53595,430.9723,
846,64,4,885.02075,103.95924,
847,64,6,1318.2905,156.70383,
848,64,7,813.47046,242.00528,
849,64,8,1123.5833,243.29724,
850,64,10,828.8866,636.15015,
851,64,11,1616.008,352.7019,
852,64,12,859.41235,520.5969,
853,64,17,1103.4465,411.80212,
854,64,22,722.8572,918.8247,
855,65,1,818.6548,713.66235,
856,65,2,581.16656,890.9386,
857,65,3,727.2388,430.28687,
858,65,4,885.0125,103.61719,
859,65,6,1317.5256,156.32367,
860,65,7,813.18427,241.63437,
861,65,8,1123.5613,243.70602,
862,65,10,826.6782,634.3727,
863,65,11,1618.1526,353.04236,
864,65,12,858.80554,517.7543,
865,65,17,1103.1426,411.18933,
866,65,22,722.9457,918.60596,
867,65,16,472.44427,567.5885,
868,66,1,818.2505,713.1641,
869,66,2,581.0366,890.5988,
870,66,3,727.1207,429.7032,
871,66,4,885.0088,103.163055,
872,66,6,1317.2297,155.51216,
873,66,7,812.74225,241.4985,
874,66,8,1123.5488,243.86783,
875,66,10,826.1865,633.0708,
876,66,11,1621.8647,354.12958,
877,66,12,858.57825,517.6732,
878,66,17,1103.0283,410.96658,
879,66,22,722.9798,918.1927,
880,66,16,472.17487,568.15656,
881,67,1,818.0935,712.6517,
882,67,2,580.98987,890.47644,
883,67,3,727.07153,429.82272,
884,67,4,885.3379,102.9966,
885,67,6,1317.1123,155.19865,
886,67,7,812.5752,241.45264,
887,67,8,1123.5413,243.2706,
888,67,10,826.32434,631.6022,
889,67,11,1624.1505,355.14972,
890,67,12,858.8169,518.63403,
891,67,17,1102.6589,409.90662,
892,67,22,722.9928,918.03906,
893,67,16,472.42084,568.3378,
894,68,1,818.36475,712.1356,
895,68,2,581.6349,890.7666,
896,68,3,727.05005,430.20557,
897,68,4,885.46094,102.94055,
898,68,6,1317.0642,155.07762,
899,68,7,813.17456,241.10985,
900,68,8,1123.5356,243.04874,
901,68,10,828.3319,630.396,
902,68,11,1626.8992,355.48047,
903,68,12,858.58826,518.70984,
904,68,17,1102.8505,409.84406,
905,68,22,723.32947,917.65234,
906,68,16,472.50977,569.07446,
907,69,1,818.4658,711.9514,
908,69,2,581.8801,890.8817,
909,69,3,726.70996,431.34433,
910,69,4,885.5055,102.925896,
911,69,6,1317.0432,154.70056,
912,69,7,813.07104,241.31537,
913,69,8,1123.8617,242.97003,
914,69,10,829.78186,629.61926,
915,69,11,1632.1458,358.54266,
916,69,12,857.84705,519.0856,
917,69,17,1102.597,409.17505,
918,69,22,723.45514,917.5111,
919,69,16,472.8697,569.0251,
920,70,1,816.8517,711.56213,
921,70,2,581.6427,890.2702,
922,70,3,726.57996,431.77686,
923,70,4,885.52014,102.264984,
924,70,6,1316.3701,154.22643,
925,70,7,813.3612,241.39937,
926,70,8,1123.6516,242.61496,
927,70,10,831.6482,625.7091,
928,70,11,1637.6384,358.3324,
929,70,12,856.90515,514.61035,
930,70,17,1102.1741,408.60468,
931,70,22,723.501,917.4624,
932,70,16,472.339,568.34344,
933,71,1,814.5833,710.7633,
934,71,2,582.5412,889.71265,
935,71,3,727.1842,431.9427,
936,71,4,885.5236,102.02176,
937,71,6,1316.1155,154.04955,
938,71,7,813.13885,242.42726,
939,71,8,1123.5691,242.48636,
940,71,10,832.0089,625.2484,
941,71,12,856.5602,511.98212,
942,71,17,1102.0173,408.73352,
943,71,22,723.1876,917.11914,
944,71,16,472.13287,569.0846,
945,71,13,696.4706,510.61908,
946,72,1,811.752,709.4811,
947,72,2,582.8804,889.17694,
948,72,3,727.0874,432.0039,
949,72,4,885.85364,102.268326,
950,72,6,1315.6896,153.65479,
951,72,7,813.05255,243.48668,
952,72,8,1122.8735,242.44395,
953,72,12,855.1493,511.64752,
954,72,17,1101.6332,409.12503,
955,72,22,722.40625,915.6727,
956,72,16,473.37997,567.3748,
957,73,1,811.0343,708.01636,
958,73,2,584.329,888.3202,
959,73,3,727.70544,431.69534,
960,73,4,885.6448,102.3696,
961,73,6,1315.1997,153.51024,
962,73,7,813.02014,244.53821,
963,73,8,1121.6179,243.09595,
964,73,12,853.2757,511.90448,
965,73,17,1101.4927,409.9475,
966,73,22,722.1124,914.1478,
967,74,1,809.46655,705.1717,
968,74,2,585.53284,888.0076,
969,74,3,728.59814,431.57593,
970,74,4,886.8891,102.74454,
971,74,6,1315.3522,153.12901,
972,74,7,813.3419,245.59879,
973,74,8,1121.1465,243.34793,
974,74,12,849.2903,506.42346,
975,74,17,1101.1162,410.26428,
976,74,22,721.34406,912.9192,
977,74,10,815.82056,609.0946,
978,74,13,683.19763,495.69165,
979,75,1,806.9457,706.0769,
980,75,2,585.9713,888.56964,
981,75,3,728.59894,431.53006,
982,75,4,887.0227,103.554794,
983,75,6,1315.0834,152.66045,
984,75,7,813.4614,246.65637,
985,75,8,1120.3127,243.44333,
986,75,12,845.3153,501.27197,
987,75,17,1100.3177,409.39844,
988,75,22,720.398,910.1613,
989,75,13,678.91956,491.10608,
990,76,1,800.15424,704.1822,
991,76,2,586.45276,889.1216,
992,76,3,729.2526,432.83334,
993,76,4,886.7312,104.863434,
994,76,6,1314.9862,152.4898,
995,76,7,815.86975,247.0276,
996,76,8,1120.344,243.4798,
997,76,12,842.454,499.54346,
998,76,17,1099.3615,409.07614,
999,76,22,718.71765,908.14124,
1000,76,13,675.532,491.34872,
1001,76,10,806.89075,616.17004,
1002,77,1,794.33374,701.85535,
1003,77,2,587.28516,889.67126,
1004,77,3,729.166,433.31982,
1005,77,4,887.2879,106.02238,
1006,77,6,1314.9543,152.10167,
1007,77,7,818.7589,247.14713,
1008,77,8,1120.6951,243.16214,
1009,77,12,842.6364,509.7373,
1010,77,17,1099.0125,409.62762,
1011,77,22,716.4285,907.75195,
1012,77,13,669.74524,494.4381,
1013,77,10,803.4196,618.8722,
1014,78,1,784.34827,703.8965,
1015,78,2,587.5769,889.54425,
1016,78,3,730.4326,431.8653,
1017,78,4,887.1494,106.43977,
1018,78,6,1314.9473,151.96333,
1019,78,7,821.50916,247.51009,
1020,78,8,1121.8342,242.04591,
1021,78,12,840.7837,516.70703,
1022,78,17,1098.8954,410.17487,
1023,78,22,714.2699,908.9684,
1024,78,13,663.40204,494.04126,
1025,78,10,797.3384,619.6199,
1026,79,1,768.22266,702.7696,
1027,79,2,590.36145,889.162,
1028,79,3,731.5781,431.2932,
1029,79,4,886.7571,107.252975,
1030,79,6,1314.617,152.58287,
1031,79,7,825.8639,246.94913,
1032,79,8,1120.9423,242.95374,
1033,79,17,1097.8632,410.71558,
1034,79,22,712.1532,909.4585,
1035,79,13,658.0824,494.61035,
1036,79,10,790.8115,619.9497,
1037,79,23,823.3,462.9,
1038,79,5,1339.5593,707.51807,
1039,80,1,764.0596,703.34973,
1040,80,2,593.0635,889.3634,
1041,80,3,731.99133,432.41083,
1042,80,4,888.2921,107.87711,
1043,80,6,1314.1658,153.48517,
1044,80,7,832.498,246.0503,
1045,80,8,1119.946,242.97107,
1046,80,17,1097.4917,411.91904,
1047,80,22,712.0641,908.9962,
1048,80,13,653.8871,494.53476,
1049,80,10,781.34863,611.14404,
1050,80,23,817.24365,457.86523,
1051,80,5,1338.4651,708.5718,
1052,80,11,1681.1176,382.12134,
1053,80,12,831.52686,520.6859,
1054,81,1,758.36597,701.297,
1055,81,2,596.71796,890.1163,
1056,81,3,733.45135,434.14514,
1057,81,4,890.53595,108.427734,
1058,81,6,1313.0016,154.49602,
1059,81,7,838.83484,245.72195,
1060,81,8,1118.5798,242.97922,
1061,81,17,1096.0334,413.0324,
1062,81,22,712.06665,909.17395,
1063,81,13,649.79333,495.52094,
1064,81,10,768.9574,605.40643,
1065,81,5,1336.4329,708.251,
1066,81,11,1686.0298,382.74222,
1067,81,12,825.70026,524.8712,
1068,82,1,751.39014,700.86365,
1069,82,2,600.0185,891.05994,
1070,82,3,736.6793,435.81512,
1071,82,4,892.369,108.61157,
1072,82,6,1311.5706,155.20728,
1073,82,7,842.79517,245.59402,
1074,82,8,1117.4143,243.97797,
1075,82,17,1093.508,415.43768,
1076,82,22,712.75305,907.9363,
1077,82,13,646.0679,496.90857,
1078,82,10,762.345,606.5234,
1079,82,11,1688.0763,387.17603,
1080,82,12,819.69196,527.0028,
1081,83,2,603.5394,891.073,
1082,83,3,741.15186,437.73984,
1083,83,4,894.3727,109.34076,
1084,83,6,1309.7231,156.13011,
1085,83,7,845.8401,245.5438,
1086,83,8,1117.9812,245.3425,
1087,83,17,1091.2715,416.3192,
1088,83,22,715.03625,907.4822,
1089,83,13,639.8898,495.51028,
1090,83,10,751.59375,606.9624,
1091,83,11,1688.463,389.76117,
1092,83,12,815.5547,528.09534,
1093,84,2,607.48267,891.4088,
1094,84,3,742.789,436.82794,
1095,84,4,897.0815,110.596214,
1096,84,6,1307.0562,157.46388,
1097,84,7,850.18445,245.5239,
1098,84,8,1117.2253,246.50565,
1099,84,17,1088.7871,416.29803,
1100,84,22,716.9297,907.3336,
1101,84,13,632.35486,493.32654,
1102,84,11,1689.4341,387.79663,
1103,84,5,1325.7491,705.9791,
1104,84,1,719.3878,695.9829,
1105,85,2,612.2361,895.9453,
1106,85,3,746.96277,435.4624,
1107,85,4,901.71466,111.37746,
1108,85,6,1304.7482,159.94992,
1109,85,7,854.03284,245.1854,
1110,85,8,1115.6443,247.59412,
1111,85,17,1086.2235,417.6049,
1112,85,22,719.3169,905.9564,
1113,85,13,626.6914,492.53394,
1114,85,11,1693.5778,387.23206,
1115,85,24,1157.2,579.0,
1116,85,5,1322.5359,705.9465,
1117,85,1,709.4343,694.30273,
1118,85,10,739.638,603.3355,
1119,85,12,800.75665,521.856,
1120,86,2,618.194,898.54553,
1121,86,3,756.1107,429.63074,
1122,86,4,906.7457,112.98308,
1123,86,6,1303.9191,161.19345,
1124,86,7,860.66797,244.39407,
1125,86,8,1114.3956,248.65472,
1126,86,17,1084.986,420.3933,
1127,86,22,722.5177,906.1316,
1128,86,13,622.0929,492.26495,
1129,86,11,1696.6587,386.91647,
1130,86,24,1152.4211,577.8439,
1131,86,5,1319.1381,704.9368,
1132,86,1,703.6916,696.0242,
1133,87,2,621.6724,901.152,
1134,87,3,762.73267,430.12982,
1135,87,4,913.55493,115.55714,
1136,87,6,1302.3126,163.64203,
1137,87,7,868.00745,243.43625,
1138,87,8,1111.9705,249.3725,
1139,87,17,1083.9066,422.4063,
1140,87,22,726.3608,906.21814,
1141,87,13,617.55347,491.85834,
1142,87,11,1700.3477,386.7451,
1143,87,24,1147.6794,579.82214,
1144,87,5,1316.2898,705.56195,
1145,87,1,693.6189,696.3653,
1146,87,12,784.6885,516.6249,
1147,88,2,623.5443,903.4148,
1148,88,3,769.63574,433.70105,
1149,88,4,919.6754,117.486885,
1150,88,6,1300.7546,165.85315,
1151,88,7,877.32007,243.74911,
1152,88,8,1111.0684,250.61977,
1153,88,17,1083.5508,425.4532,
1154,88,22,730.7632,906.6002,
1155,88,13,613.3644,493.69748,
1156,88,11,1702.8938,386.2623,
1157,88,24,1142.2192,579.313,
1158,88,5,1312.3053,705.8095,
1159,88,1,683.1532,695.88403,
1160,88,12,774.1736,517.7844,
1161,89,2,627.4332,904.5622,
1162,89,3,776.60864,433.9781,
1163,89,4,924.8816,120.857864,
1164,89,6,1298.8782,168.64906,
1165,89,7,884.2908,245.89061,
1166,89,8,1109.4371,253.048,
1167,89,17,1083.1344,428.21857,
1168,89,22,735.03564,904.4332,
1169,89,13,610.26215,494.39734,
1170,89,11,1707.105,386.7233,
1171,89,24,1137.3479,578.02966,
1172,89,5,1302.9635,700.2703,
1173,89,1,673.1482,693.40967,
1174,90,2,634.4309,904.2792,
1175,90,3,782.1474,434.07425,
1176,90,4,927.6886,123.7151,
1177,90,6,1297.5599,170.97556,
1178,90,7,891.9778,249.94601,
1179,90,8,1108.8478,254.91779,
1180,90,22,740.24,902.3043,
1181,90,13,605.67004,494.36755,
1182,90,11,1709.491,386.86133,
1183,90,24,1132.3392,577.59265,
1184,90,5,1296.2112,696.8465,
1185,90,1,667.0683,691.51196,
1186,90,25,712.5,462.5,
1187,91,2,640.92865,903.45636,
1188,91,3,787.3967,433.7699,
1189,91,4,933.8927,125.06813,
1190,91,6,1296.4502,172.12141,
1191,91,7,898.32227,251.79941,
1192,91,8,1108.6572,254.95154,
1193,91,22,744.108,900.2023,
1194,91,13,601.4487,495.34045,
1195,91,11,1710.531,390.29016,
1196,91,24,1126.9346,577.45264,
1197,91,5,1293.1575,696.92773,
1198,91,1,655.7997,689.8514,
1199,91,25,705.6226,461.73584,
1200,91,17,1081.394,425.14426,
1201,92,2,644.5464,901.78345,
1202,92,3,793.5251,435.97,
1203,92,4,941.0592,126.18503,
1204,92,6,1295.4159,174.4888,
1205,92,7,904.50964,253.16241,
1206,92,8,1107.2987,254.59485,
1207,92,22,746.7996,898.1226,
1208,92,13,597.6872,496.6661,
1209,92,11,1712.1694,390.15274,
1210,92,24,1121.7693,576.022,
1211,92,5,1290.165,698.32263,
1212,92,1,643.6201,687.6205,
1213,92,25,696.6218,461.0838,
1214,92,17,1080.1147,422.50122,
1215,92,12,743.97424,527.7164,
1216,93,2,648.7517,900.10925,
1217,93,3,799.2683,438.0619,
1218,93,4,946.9473,128.85349,
1219,93,6,1294.4106,176.32104,
1220,93,7,910.2807,254.64417,
1221,93,8,1107.1543,254.09048,
1222,93,22,750.38336,897.03906,
1223,93,13,593.7964,497.8463,
1224,93,11,1712.5984,392.07175,
1225,93,24,1114.2871,574.83795,
1226,93,5,1286.531,696.2461,
1227,93,1,633.69934,685.49677,
1228,93,17,1079.3628,420.90784,
1229,93,12,735.90045,529.1926,
1230,93,10,702.3612,624.74426,
1231,94,2,652.50323,899.4724,
1232,94,3,806.5018,439.18915,
1233,94,4,953.6156,130.14482,
1234,94,6,1292.425,177.61636,
1235,94,7,916.87805,256.1604,
1236,94,8,1107.4666,253.87817,
1237,94,22,753.2864,895.34766,
1238,94,13,588.56,497.98413,
1239,94,11,1712.634,400.5844,
1240,94,24,1104.6018,573.0593,
1241,94,5,1281.3391,696.13605,
1242,94,17,1077.7751,423.04022,
1243,95,2,657.098,897.8701,
1244,95,3,811.75574,441.53586,
1245,95,4,957.9883,131.8893,
1246,95,6,1291.0586,179.36844,
1247,95,7,922.1362,257.35724,
1248,95,8,1107.6199,253.0971,
1249,95,22,755.9389,893.42645,
1250,95,13,584.4108,499.66357,
1251,95,11,1711.4521,403.19653,
1252,95,24,1096.2026,573.4687,
1253,95,5,1275.8755,694.1447,
1254,95,17,1075.579,420.84366,
1255,95,25,666.93286,458.10944,
1256,96,2,662.6872,896.9348,
1257,96,3,817.1891,443.41077,
1258,96,4,963.43066,134.79465,
1259,96,6,1290.2604,181.29393,
1260,96,7,928.52747,258.76367,
1261,96,8,1106.6865,251.77795,
1262,96,22,760.8332,893.08295,
1263,96,13,578.74164,500.94604,
1264,96,11,1713.7417,403.81152,
1265,96,24,1087.9526,572.9661,
1266,96,5,1272.6484,694.43066,
1267,96,17,1074.1167,421.98578,
1268,96,25,654.3682,457.83514,
1269,97,2,667.26953,896.59656,
1270,97,3,822.68835,444.10352,
1271,97,4,968.2919,135.84106,
1272,97,6,1290.6677,183.2836,
1273,97,7,934.0386,259.59186,
1274,97,8,1107.0596,251.62128,
1275,97,22,766.5558,890.9961,
1276,97,13,573.1377,499.16486,
1277,97,11,1716.5256,406.92648,
1278,97,24,1081.4968,572.12787,
1279,97,5,1268.5981,693.89514,
1280,97,25,645.0756,457.39014,
1281,98,2,675.9895,895.4402,
1282,98,3,829.5281,443.67435,
1283,98,4,973.2621,136.82841,
1284,98,6,1291.2064,184.96579,
1285,98,7,940.5221,259.54416,
1286,98,8,1105.8643,251.89862,
1287,98,22,773.3159,887.88837,
1288,98,13,566.5553,498.77856,
1289,98,11,1717.5188,409.9849,
1290,98,24,1074.3406,571.1725,
1291,98,5,1261.2725,690.7499,
1292,98,25,634.27686,457.59747,
1293,99,2,683.666,896.75793,
1294,99,3,835.22205,442.82416,
1295,99,4,978.5991,137.4707,
1296,99,6,1291.4335,185.54346,
1297,99,7,948.0298,258.18268,
1298,99,8,1105.4323,252.32417,
1299,99,22,779.3491,886.82434,
1300,99,13,557.6824,497.32245,
1301,99,11,1716.9146,412.704,
1302,99,24,1067.929,570.5077,
1303,99,5,1256.0139,689.5898,
1304,99,25,621.9727,458.02368,
1305,99,26,422.6,531.9,
1306,99,27,446.4,592.2,
1307,100,2,696.9616,894.89343,
1308,100,3,843.77075,440.50104,
1309,100,4,983.74365,138.64532,
1310,100,6,1291.8896,185.69205,
1311,100,7,953.3036,256.63306,
1312,100,8,1104.9618,252.81424,
1313,100,22,788.4499,884.4723,
1314,100,13,550.8728,495.78726,
1315,100,11,1716.9358,413.40607,
1316,100,24,1060.4592,568.9467,
1317,100,5,1248.8975,688.19714,
1318,100,25,612.70935,459.529,
1319,100,26,419.43982,531.2063,
1320,100,27,446.86566,592.0448,
1321,100,17,1068.5679,423.86816,
1322,101,2,706.0398,893.87024,
1323,101,3,849.7805,441.2544,
1324,101,4,991.1198,140.35536,
1325,101,6,1291.7567,186.35449,
1326,101,7,959.36426,253.39798,
1327,101,8,1105.4504,249.74261,
1328,101,22,795.3573,880.9686,
1329,101,13,545.1835,493.24377,
1330,101,11,1715.912,412.62964,
1331,101,5,1243.7424,687.7137,
1332,101,25,603.96765,461.4293,
1333,101,26,416.43005,530.97473,
1334,101,27,447.80347,592.38654,
1335,101,17,1068.1223,423.01263,
1336,102,2,713.5343,892.83026,
1337,102,3,857.1141,440.86496,
1338,102,4,997.99207,142.26117,
1339,102,6,1291.726,186.88857,
1340,102,7,966.0685,251.12921,
1341,102,8,1105.342,247.8515,
1342,102,22,801.76404,877.3695,
1343,102,13,542.54663,489.98547,
1344,102,11,1717.0625,413.5138,
1345,102,5,1240.6542,689.2175,
1346,102,26,412.59964,528.68506,
1347,102,27,448.83298,592.1162,
1348,102,17,1067.989,422.38446,
1349,102,24,1046.6418,567.0907,
1350,103,2,722.10925,892.4573,
1351,103,3,865.9601,441.03464,
1352,103,4,1004.3705,143.26628,
1353,103,6,1291.0767,187.36926,
1354,103,7,974.3442,250.29611,
1355,103,8,1106.3196,246.83226,
1356,103,22,811.0913,878.57513,
1357,103,13,544.7833,485.76337,
1358,103,11,1718.1101,413.12628,
1359,103,5,1236.3715,690.8607,
1360,103,26,408.5548,529.02234,
1361,103,27,448.39517,590.5504,
1362,103,17,1068.3271,421.81183,
1363,103,24,1038.6302,567.10645,
1364,103,1,518.9197,646.8657,
1365,104,2,730.36707,893.02234,
1366,104,3,872.0376,440.09125,
1367,104,4,1009.56335,142.27435,
1368,104,6,1290.5205,188.49669,
1369,104,7,981.8501,248.6626,
1370,104,8,1106.6909,246.13681,
1371,104,22,817.2406,878.3485,
1372,104,13,542.1432,482.89737,
1373,104,11,1720.446,415.22864,
1374,104,5,1231.9532,692.8539,
1375,104,26,405.8761,527.4351,
1376,104,27,447.86536,590.3951,
1377,104,17,1070.1818,421.60175,
1378,104,1,511.16922,640.5262,
1379,105,2,735.76807,897.7047,
1380,105,3,878.73016,437.71558,
1381,105,4,1016.2799,141.83429,
1382,105,6,1290.9966,188.21078,
1383,105,7,989.079,249.41672,
1384,105,8,1106.1794,245.89021,
1385,105,22,824.3159,877.3213,
1386,105,13,538.00507,482.19443,
1387,105,11,1721.9307,414.34283,
1388,105,5,1226.4805,696.5802,
1389,105,26,402.30338,526.54395,
1390,105,27,448.01562,588.60645,
1391,105,17,1071.9475,422.55548,
1392,105,1,503.75342,636.4366,
1393,106,2,747.5499,900.68115,
1394,106,3,885.66235,436.4842,
1395,106,4,1023.5527,141.63602,
1396,106,6,1290.1924,189.05733,
1397,106,7,993.5105,249.03517,
1398,106,8,1106.3217,244.82356,
1399,106,22,829.3871,877.6693,
1400,106,13,536.5746,476.4038,
1401,106,11,1723.4309,415.24133,
1402,106,5,1222.2847,697.9683,
1403,106,26,399.76575,527.5962,
1404,106,27,448.7567,587.9923,
1405,106,17,1072.5918,422.55096,
1406,106,1,497.10455,631.7087,
1407,106,12,676.9671,528.76324,
1408,107,2,756.9572,904.0409,
1409,107,3,893.33685,435.7153,
1410,107,4,1029.731,142.5092,
1411,107,6,1290.2465,190.3364,
1412,107,7,999.5753,248.57205,
1413,107,8,1106.7157,245.104,
1414,107,22,832.69196,878.53076,
1415,107,13,528.1586,476.59204,
1416,107,11,1723.2949,412.25,
1417,107,5,1217.2367,698.142,
1418,107,26,395.95233,528.9953,
1419,107,27,449.35666,588.84314,
1420,107,17,1071.8038,423.57507,
1421,107,1,491.0688,628.7412,
1422,107,12,674.4131,531.3635,
1423,108,2,760.04846,907.5768,
1424,108,3,904.0127,438.50305,
1425,108,4,1035.1472,145.12749,
1426,108,6,1290.6135,192.43677,
1427,108,7,1004.2662,250.06793,
1428,108,8,1106.867,246.54077,
1429,108,22,836.37427,881.90515,
1430,108,13,521.27893,477.01355,
1431,108,11,1722.5237,413.03503,
1432,108,5,1212.2039,697.19324,
1433,108,26,390.67896,530.86163,
1434,108,17,1071.5298,424.60608,
1435,108,12,672.48474,533.84204,
1436,109,2,769.0661,908.93286,
1437,109,3,910.351,440.81366,
1438,109,4,1042.593,147.39374,
1439,109,6,1291.0955,195.832,
1440,109,7,1009.76776,250.97156,
1441,109,8,1107.9172,248.74945,
1442,109,22,840.576,882.1547,
1443,109,13,513.56946,479.53586,
1444,109,11,1723.8408,416.6018,
1445,109,5,1206.844,695.8225,
1446,109,26,386.467,531.9294,
1447,109,17,1070.4309,425.64862,
1448,109,12,671.1992,536.37524,
1449,110,2,779.1566,907.3922,
1450,110,3,916.77026,442.6776,
1451,110,4,1048.8192,149.19803,
1452,110,6,1292.272,200.3559,
1453,110,7,1017.5665,251.31912,
1454,110,8,1108.645,249.59015,
1455,110,13,505.92783,480.833,
1456,110,11,1725.6241,417.25055,
1457,110,5,1202.0298,694.3008,
1458,110,26,381.69125,532.3441,
1459,110,17,1071.3613,428.34625,
1460,110,12,668.28284,534.54694,
1461,111,2,798.3973,900.70337,
1462,111,3,926.2016,444.3792,
1463,111,4,1053.5829,152.1516,
1464,111,6,1293.0529,202.35428,
1465,111,7,1024.5845,251.11533,
1466,111,8,1109.9071,250.23657,
1467,111,13,502.49472,481.3739,
1468,111,11,1726.918,417.09918,
1469,111,5,1196.7612,692.0852,
1470,111,26,378.03708,534.1571,
1471,111,17,1071.7188,431.6399,
1472,111,12,666.9946,529.2327,
1473,112,2,809.4375,896.32446,
1474,112,3,934.12354,445.6678,
1475,112,4,1060.1152,154.20131,
1476,112,6,1294.0193,204.69781,
1477,112,7,1028.9235,252.72925,
1478,112,8,1110.7119,249.81519,
1479,112,13,500.70715,480.63098,
1480,112,11,1727.0166,417.67926,
1481,112,5,1192.3115,689.595,
1482,112,26,374.48193,537.1127,
1483,112,17,1073.502,432.54285,
1484,112,12,667.6947,525.1294,
1485,113,2,820.1937,894.0043,
1486,113,3,938.8042,448.44153,
1487,113,4,1064.6865,155.2544,
1488,113,6,1294.3796,206.1749,
1489,113,7,1035.6616,253.31401,
1490,113,8,1113.0299,249.64365,
1491,113,13,497.2772,478.73676,
1492,113,11,1727.0171,417.86322,
1493,113,5,1188.8262,685.3887,
1494,113,26,372.57114,537.26465,
1495,113,17,1075.5212,434.50217,
1496,113,12,666.77985,519.25824,
1497,113,24,967.0956,561.9392,
1498,114,2,842.65405,894.1146,
1499,114,3,946.24146,449.45483,
1500,114,4,1074.8057,157.91223,
1501,114,6,1294.8427,205.32916,
1502,114,7,1042.9366,253.1838,
1503,114,8,1115.5372,249.57745,
1504,114,13,492.8755,478.02612,
1505,114,11,1727.3053,417.55945,
1506,114,5,1186.3684,678.8745,
1507,114,26,370.70184,538.935,
1508,114,17,1076.9451,436.86853,
1509,114,12,664.92065,514.35535,
1510,114,24,959.3237,563.5128,
1511,115,2,853.4778,894.827,
1512,115,3,955.37476,451.771,
1513,115,4,1085.258,159.83531,
1514,115,6,1294.342,204.26978,
1515,115,7,1049.7378,252.4538,
1516,115,8,1118.123,248.20067,
1517,115,13,488.41846,476.7916,
1518,115,11,1728.3763,417.0864,
1519,115,5,1182.9794,673.7992,
1520,115,26,369.4472,538.5632,
1521,115,17,1081.1168,439.03058,
1522,115,12,665.4626,512.9851,
1523,116,2,858.89026,894.7937,
1524,116,3,965.7959,454.57886,
1525,116,4,1093.2823,161.4933,
1526,116,6,1295.8062,204.16734,
1527,116,7,1057.3618,254.52191,
1528,116,8,1122.036,248.3653,
1529,116,13,484.93842,476.35498,
1530,116,11,1730.0848,418.21722,
1531,116,5,1180.8961,667.94763,
1532,116,26,370.78552,538.38477,
1533,116,17,1084.6101,442.09155,
1534,116,12,665.0027,511.52826,
1535,116,24,948.92377,567.64453,
1536,117,2,872.3546,893.1477,
1537,117,3,974.74884,456.26868,
1538,117,4,1100.0334,164.02827,
1539,117,6,1297.671,205.07553,
1540,117,7,1065.64,256.9774,
1541,117,8,1125.4552,250.09344,
1542,117,13,480.81598,476.87012,
1543,117,11,1732.3461,417.94598,
1544,117,5,1177.9645,661.8041,
1545,117,26,373.35376,536.9817,
1546,117,17,1089.5156,445.17694,
1547,117,12,663.9269,509.7074,
1548,118,2,882.6556,890.30334,
1549,118,3,983.7943,456.8683,
1550,118,4,1107.9419,164.92624,
1551,118,6,1300.0356,204.70549,
1552,118,7,1073.8007,260.55927,
1553,118,8,1130.9866,250.07916,
1554,118,13,477.44586,477.7511,
1555,118,11,1736.4773,417.15674,
1556,118,5,1176.0542,658.31274,
1557,118,26,375.43256,533.1125,
1558,118,17,1094.6311,445.64178,
1559,118,12,660.2766,504.73285,
1560,119,2,887.50745,888.8668,
1561,119,3,990.2212,456.3806,
1562,119,4,1114.9558,165.18976,
1563,119,6,1301.226,205.85913,
1564,119,7,1083.6338,260.8226,
1565,119,8,1133.0095,251.07407,
1566,119,13,475.65256,478.09943,
1567,119,11,1739.2924,415.53687,
1568,119,5,1174.5007,653.09204,
1569,119,26,378.65784,527.6171,
1570,119,17,1100.1814,446.73492,
1571,119,12,656.33746,500.28235,
1572,120,2,893.5691,887.69214,
1573,120,3,999.6428,455.4692,
1574,120,4,1122.9546,164.24886,
1575,120,6,1301.98,205.9414,
1576,120,7,1096.0773,259.17682,
1577,120,13,474.1395,475.9687,
1578,120,11,1740.9678,415.88812,
1579,120,5,1172.3986,649.6226,
1580,120,26,382.29102,522.8844,
1581,120,17,1106.5311,448.0807,
1582,120,12,654.64014,498.70807,
1583,121,3,1007.50745,453.07593,
1584,121,4,1130.3394,164.14462,
1585,121,6,1303.2319,205.92326,
